Buspirone 7.5mg *,165900727
Buspirone 10mg *,551545397
Buspirone 15mg *,332610015
Buspirone 30mg *,165900375
Calcium acetate 667mg *,317220377
Carbamazepine 100mg *,136680271
Carbamazepine 200mg *,136680268
Carbamazepine 300mg *,290330004
Carbamazepine 400mg *,680840562
Carbidopa and Levodopa 10-100 *,548682866
Carbidopa and Levodopa 25-100 *,353560355
Carbidopa and Levodopa 25-250 *,521250827
Carbidopa and Levodopa 50-200 *,167290079
Carvedilol 3.125mg *,131070142
Carvedilol 6.25mg *,131070143
Carvedilol 12.5mg *,131070144
Carvedilol 25mg *,131070145
Cefuroxime Axetil 250mg *,216950370
Cefuroxime Axetil 500mg *,165900215
Celebrex 50mg *,000251515
Celebrex 100mg *,165900045
Celebrex 200mg *,105440305
Celebrex 400mg *,548685506
Celexa 10mg,131070005
Celexa 20mg,105440149
Celexa 40mg,105440150
Cephalexin 250mg *,105440021
Cephalexin 500mg *,105440004
Cephalexin 750mg *,678770255
Chlorpromazine 10mg *,510790518
Chlorpromazine 25mg *,242360323
Chlorpromazine 50mg *,242360581
Chlorpromazine 100mg *,242360258
Chlorpromazine 200mg *,242360830
Ciprofloxacin 250mg *,162520514
Ciprofloxacin 500mg *,105440079
Ciprofloxacin 750mg *,162520516
Citalopram 10mg,131070005
Citalopram 20mg,105440149
Citalopram 40mg,105440150
Clonidine 0.1mg *,126340465
Clonidine 0.2mg *,105440158
Clonidine 0.3mg *,167140343
Clopidogrel 75mg,167290218
Clozapine 25mg *,510790921
Clozapine 50mg *,576640241
Clozapine 100mg *,510790922
Clozapine 200mg *,510790749
Colchicine 0.6mg,133100119
Colcrys 0.6mg,133100119
Combivent,005970013
Coreg 3.125mg *,131070142
Coreg 6.25mg *,131070143
Coreg 12.5mg *,131070144
Coreg 25mg *,131070145
Coumadin 1mg *,216950672
Coumadin 2mg *,216950673
Coumadin 2.5mg *,165900340
Coumadin 3mg *,216950675
Coumadin 4mg *,317220331
Coumadin 5mg *,165900341
Coumadin 6mg *,317220333
Coumadin 7.5mg *,317220334
Coumadin 10mg *,216950801
Crestor 5mg,216950759
Crestor 10mg,216950287
Crestor 20mg,216950288
Crestor 40mg,216950659
Cyclobenzaprine 5mg *,107020006
Cyclobenzaprine 7.5mg *,353560765
Cyclobenzaprine 10mg *,105440072
Cyclosporine 25mg *,001727310
Cyclosporine 50mg *,001727311
Cyclosporine 100mg *,548686232
Cyclosporine 100mg/ml *,001727313
Cymbalta 20mg,473350381
Cymbalta 30mg,473350382
Cymbalta 60mg,473350383
Depakote sprinkles 125mg *,000746114
Depakote DR 125mg,167140511
Depakote DR 250mg,167140512
Depakote DR 500mg,167140513
Depakote ER 250mg,493490101
Depakote ER 500mg,430630295
Desyrel 50mg,105440534
Desyrel 100mg,165900232
Desyrel 150mg,105440533
Desyrel 300mg,422910836
Digoxin 125mcg *,521250823
Digoxin 250mcg *,538080355
Dilantin ER 30mg,493490254
Dilantin 50mg,493490495
Dilantin ER 100mg,216950167
Dilantin ER 200mg,627560299
Dilantin ER 300mg,627560432
Diltiazem 30mg *,353560971
Diltiazem 60mg *,216950408
Diltiazem 90mg *,510790747
Diltiazem 120mg *,216950410
Diltiazem ER 120mg *,216950403
Diltiazem ER 180mg *,216950404
Diltiazem ER 240mg *,216950803
Diltiazem ER 300mg *,473350672
Diltiazem ER 360mg *,473350679
Diltiazem ER 420mg *,002583692
Diovan 40mg,499990543
Diovan 80mg,216950917
Diovan 160mg,216950918
Diovan 320mg,216950919
Ditropan XL 5mg,510790722
Ditropan XL 10mg,353560909
Ditropan XL 15mg,502680629
Divalproex Sodium DR 125mg,167140511
Divalproex Sodium DR 250mg,167140512
Divalproex Sodium DR 500mg,167140513
Divalproex Sodium ER 250mg,493490101
Divalproex Sodium ER 500mg,430630295
Donepezil 5mg *,136680102
Donepezil 10mg *,136680103
Donepezil 23mg *,333420061
Donepezil ODT 5mg *,333420029
Donepezil ODT 10mg *,333420030
Doxazosin Mesylate 1mg *,510790957
Doxazosin Mesylate 2mg *,422540075
Doxazosin Mesylate 4mg *,165900274
Doxazosin Mesylate 8mg *,504366311
Duloxetine 20mg,473350381
Duloxetine 30mg,473350382
Duloxetine 60mg,473350383
Duoneb 2.5mg/3ml; 0.5mg/3ml,551544357
Effexor 25mg *,167140311
Effexor 37.5mg *,167140312
Effexor 50mg *,167140313
Effexor 75mg *,167140314
Effexor 100mg *,167140315
Effexor XR 37.5mg,136680018
Effexor XR 75mg,136680019
Effexor XR 150mg,136680020
Enalapril Maleate 2.5mg *,353560541
Enalapril Maleate 5mg *,216950487
Enalapril Maleate 10mg *,165900277
Enalapril Maleate 20mg *,216950489
Enoxaparin Sodium 30mg/0.3ml,620370839
Enoxaparin Sodium 40mg/0.4ml,620370849
Enoxaparin Sodium 60mg/0.6ml,620370861
Enoxaparin Sodium 80mg/0.8ml,620370862
Enoxaparin Sodium 100mg/ml,551545442
Escitalopram 5mg,167290168
Escitalopram 10mg,167290169
Escitalopram 20mg,167290170
Esomeprazole 20mg *,165900625
Esomeprazole 40mg *,216950092
Estrogen 0.3mg *,353560249
Estrogen 0.45mg *,353560251
Estrogen 0.625mg *,433530688
Estrogen 0.9mg *,353560250
Estrogen 1.25mg *,353560426
Evista 60mg *,499990458
Ezetimibe 10mg,216950778
Famotidine 10mg *,636294593
Famotidine 20mg *,165900281
Famotidine 40mg *,167140362
Fanapt 1mg,430680101
Fanapt 2mg,000780596
Fanapt 4mg,000780597
Fanapt 6mg,000780598
Fanapt 8mg,000780599
Fanapt 10mg,000780600
Fanapt 12mg,000780601
Fazaclo 25mg *,510790921
Fazaclo 50mg *,576640241
Fazaclo 100mg *,510790922
Fazaclo 200mg *,510790749
Fenofibrate 43mg *,605053120
Fenofibrate 48mg *,510790599
Fenofibrate 54mg *,332610966
Fenofibrate 67mg *,353560925
Fenofibrate 130mg *,605053121
Fenofibrate 134mg *,353560905
Fenofibrate 145mg *,510790608
Fenofibrate 160mg *,353560603
Fenofibrate 200mg *,548685575
Finasteride 1mg *,167290089
Finasteride 5mg *,167140522
Flomax 0.4mg,103700169
Flonase 0.5mg spray *,216950704
Fluoxetine 10mg,165900099
Fluoxetine 20mg,105440065
Fluoxetine 40mg,167140353
Fluphenazine 1mg *,493490005
Fluphenazine 2.5mg *,493490279
Fluphenazine 5mg *,493490354
Fluphenazine 10mg *,493490189
Fluticasone Propionate 0.5mg/0.1g spray *,216950704
Fluticasone Propionate and Salmeterol 100-50,548684518
Fluticasone Propionate and Salmeterol 250-50,548684517
Fluticasone Propionate and Salmeterol 500-50,548684516
Folic Acid 1mg *,332610811
Fosamax 5mg,416160635
Fosamax 10mg,167140631
Fosamax 35mg,162520599
Fosamax 70mg,162520601
Furosemide 20mg *,105440131
Furosemide 40mg *,105440584
Furosemide 80mg *,507420106
Gabapentin 100mg,105440185
Gabapentin 300mg,145500512
Gabapentin 400mg,145500513
Gabapentin 600mg,165900103
Gabapentin 800mg,216950059
Gemfibrozil 600mg *,167140101
Geodon 20mg,422540169
Geodon 40mg,422540170
Geodon 60mg,422540171
Geodon 80mg,422540172
Geodon 20mg/ml,551542722
Glimepiride 1mg *,167290001
Glimepiride 2mg *,167290002
Glimepiride 4mg *,105440219
Glipizide ER 2.5mg *,216950967
Glipizide 5mg *,165900286
Glipizide 10mg *,105440192
Glucagen/Glucagon kit,553900004
Haloperidol 0.5mg,510790733
Haloperidol 1mg,510790734
Haloperidol 2mg,242360652
Haloperidol 5mg,216950653
Haloperidol 10mg,493490512
Haloperidol 20mg,521250244
Haloperidol Lactate 2mg/ml,548380501
Haloperidol Lactate 5mg/ml,553900147
Hydralazine 10mg *,231550001
Hydralazine 25mg *,231550002
Hydralazine 50mg *,231550003
Hydralazine 100mg *,231550004
Hydrochlorothiazide 12.5mg *,231550045
Hydrochlorothiazide 25mg *,105440047
Hydrochlorothiazide 50mg *,105440136
Hydroxyzine 10mg *,107020010
Hydroxyzine 25mg *,105440017
Hydroxyzine 50mg *,105440227
Iloperidone 1mg,430680101
Iloperidone 2mg,000780596
Iloperidone 4mg,000780597
Iloperidone 6mg,000780598
Iloperidone 8mg,000780599
Iloperidone 10mg,000780600
Iloperidone 12mg,000780601
Invega 1.5mg,504580554
Invega 3mg,504580550
Invega 6mg,504580551
Invega 9mg,504580552
Invega Sustenna 39mg/0.25ml,504580560
Invega Sustenna 78mg/0.5ml,504580561
Invega Sustenna  117mg/0.75ml,504580562
Invega Sustenna 156mg/ml,504580563
Invega Sustenna  234mg/1.5ml,504580564
Ipratropium Bromide 0.5mg/2.5ml (0.02%),422540041
Ipratropium-Albuterol 2.5mg/3ml; 0.5mg/3ml,551544357
Isosorbide MN ER 30mg *,521250059
Isosorbide MN ER 60mg *,521250610
Isosorbide DN 5mg *,493490442
Isosorbide DN 10mg *,493490793
Isosorbide DN 20mg *,498840022
Isosorbide DN 30mg *,498840009
Isosorbide DN ER 40mg *,576640600
Januvia 25mg,000060221
Januvia 50mg,548686031
Januvia 100mg,353560103
Keppra 250mg,136680014
Keppra 500mg,136680015
Keppra 750mg,136680016
Keppra 1000mg,136680017
Keppra 100mg/ml,167140358
Lamotrigine 25mg *,136680045
Lamotrigine 100mg *,136680047
Lamotrigine 150mg *,136680048
Lamotrigine 200mg *,136680049
Lasix 20mg *,105440131
Lasix 40mg *,105440584
Lasix 80mg *,507420106
Latuda 20mg,634020302
Latuda 40mg,634020304
Latuda 60mg,634020306
Latuda 80mg,634020308
Latuda 120mg,634020312
Levalbuterol 0.31mg/3ml,669930021
Levalbuterol 0.63mg/3ml,669930022
Levalbuterol 1.25mg/3ml,669930023
Levalbuterol 1.25mg/0.5ml,551546260
Levetiracetam 250mg,136680014
Levetiracetam 500mg,136680015
Levetiracetam 750mg,136680016
Levetiracetam 1000mg,136680017
Levetiracetam 100mg/ml,167140358
Levofloxacin 250mg *,136680082
Levofloxacin 500mg *,105440558
Levofloxacin 750mg *,136680084
Levothyroxine 25mcg *,216950748
Levothyroxine 50mcg *,165900403
Levothyroxine 75mcg *,216950750
Levothyroxine 88mcg *,216950751
Levothyroxine 100mcg *,165900302
Levothyroxine 112mcg *,165900977
Levothyroxine 125mcg *,216950754
Levothyroxine 137mcg *,216950755
Levothyroxine 150mcg *,216950756
Levothyroxine 175mcg *,216950757
Levothyroxine 200mcg *,216950758
Levothyroxine 300mcg *,511380049
Lexapro 5mg,167290168
Lexapro 10mg,167290169
Lexapro 20mg,167290170
Lidocaine/Lidoderm 5% cream,216950826
Lidocaine/Lidoderm 700mg patch,504361330
Lipitor 10mg,332610959
Lipitor 20mg,332610972
Lipitor 40mg,353560929
Lipitor 80mg,422540267
Lisinopril 2.5mg *,216950345
Lisinopril 5mg *,105440585
Lisinopril 10mg *,105440238
Lisinopril 20mg *,105440239
Lisinopril 30mg *,246580244
Lisinopril 40mg *,105440240
Lithium Carbonate 150mg *,242360192
Lithium Carbonate 300mg *,317220545
Lithium Carbonate ER 450mg *,493490691
Lithium Carbonate 600mg *,317220546
Lopid 600mg *,167140101
Losartan Potassium 25mg *,136680113
Losartan Potassium 50mg *,136680409
Losartan Potassium 100mg *,136680115
Lovastatin 10mg *,216950534
Lovastatin 20mg *,216950535
Lovastatin 40mg *,216950536
Lovenox 30mg/0.3ml,620370839
Lovenox 40mg/0.4ml,620370849
Lovenox 60mg/0.6ml,620370861
Lovenox 80mg/0.8ml,620370862
Lovenox 100mg/ml,551545442
Lurasidone 20mg,634020302
Lurasidone 40mg,634020304
Lurasidone 60mg,634020306
Lurasidone 80mg,634020308
Lurasidone 120mg,634020312
Meclizine 12.5mg *,165900301
Meclizine 25mg *,105440108
Memantine 5mg,216950232
Memantine 10mg,216950169
Memantine XR 7mg,004563407
Memantine XR 14mg,004563414
Memantine XR 21mg,004563421
Memantine XR 28mg,004563428
Metformin 500mg *,165900313
Metformin 850mg *,216950472
Metformin 1000mg *,165900397
Metformin ER 500mg *,105440248
Metformin ER 750mg *,290330021
Metoclopramide 5mg *,510790629
Metoclopramide 10mg *,332610166
Metoprolol Succinate ER 25mg *,332610898
Metoprolol Succinate ER 50mg *,216950950
Metoprolol Succinate ER 100mg *,216950972
Metoprolol Succinate ER 200mg *,498840407
Metoprolol Tartrate 25mg *,216950494
Metoprolol Tartrate 50mg *,165900317
Metoprolol Tartrate 100mg *,216950299
Metronidazole 250mg *,165900385
Metronidazole 500mg *,105440265
Mirtazapine 7.5mg,131070001
Mirtazapine 15mg,131070031
Mirtazapine 30mg,131070003
Mirtazapine 45mg,131070032
Mirtazapine ODT 15mg,597621410
Mirtazapine ODT 30mg,597621412
Mirtazapine ODT 45mg,548686384
Montelukast Sodium 4mg,136680079
Montelukast Sodium 5mg,136680080
Montelukast Sodium 10mg,136680081
Mupirocin 2% *,165900158
Namenda 5mg,216950232
Namenda 10mg,216950169
Namenda XR 7mg,004563407
Namenda XR 14mg,004563414
Namenda XR 21mg,004563421
Namenda XR 28mg,004563428
Naproxen 250mg *,105440044
Naproxen 375mg *,105440019
Naproxen 500mg *,105440010
Neurontin 100mg,105440185
Neurontin 300mg,145500512
Neurontin 400mg,145500513
Neurontin 600mg,165900103
Neurontin 800mg,216950059
Nexium 20mg *,165900625
Nexium 40mg *,216950092
Nifedipine 10mg *,165900319
Nifedipine 20mg *,231550195
Nifedipine ER 30mg *,216950908
Nifedipine ER 60mg *,165900948
Nifedipine ER 90mg *,216950807
Nitrofurantoin macrocrystals 50mg *,510790584
Nitrofurantoin macrocrystals 100mg *,353560681
Nitrofurantoin 25mg/5ml *,651620689
Nortriptyline 10mg *,216950093
Nortriptyline 25mg *,165900171
Nortriptyline 50mg *,216950599
Nortriptyline 75mg *,216950600
Norvasc 2.5mg,317220237
Norvasc 5mg,317220238
Norvasc 10mg,242360754
Olanzapine 2.5mg,510790152
Olanzapine 5mg,422540204
Olanzapine 7.5mg,422540222
Olanzapine 10mg,353560756
Olanzapine 15mg,510790155
Olanzapine 20mg,422540206
Olanzapine ODT 5mg,136680086
Olanzapine ODT 10mg,136680088
Olanzapine ODT 15mg,136680089
Olanzapine ODT 20mg,136680090
Omeprazole DR 10mg,216950097
Omeprazole DR 20mg,216950098
Omeprazole DR 40mg,332610441
Ondansetron 4mg *,353560853
Ondansetron 8mg *,459630539
Ondansetron ODT 4mg *,165900545
Ondansetron ODT 8mg *,118190365
Oxybutynin Chloride 5mg,216950406
Oxybutynin Chloride ER 5mg,510790722
Oxybutynin Chloride ER 10mg,353560909
Oxybutynin Chloride ER 15mg,502680629
Oxcarbazepine 150mg,216950862
Oxcarbazepine 300mg,216950863
Oxcarbazepine 600mg,216950864
Pantaprazole Sodium 20mg *,136680096
Pantaprazole Sodium 40mg *,136680429
Paroxetine/Paxil 10mg,131070154
Paroxetine/Paxil 12.5mg,510790824
Paroxetine/Paxil 20mg,131070155
Paroxetine/Paxil 25mg,510790825
Paroxetine/Paxil 30mg,131070156
Paroxetine/Paxil 37.5mg,605053675
Paroxetine/Paxil 40mg,131070157
Pepcid 20mg *,636294593
Pepcid 40mg *,165900281
Perphenazine 2mg *,551543526
Perphenazine 4mg *,216950141
Perphenazine 8mg *,216950415
Perphenazine 16mg *,242360889
Phenytoin Sodium ER 30mg,493490254
Phenytoin Sodium 50mg,493490495
Phenytoin Sodium ER 100mg,216950167
Phenytoin Sodium ER 200mg,627560299
Phenytoin Sodium ER 300mg,627560432
Pioglitazone 15mg,510790513
Pioglitazone 30mg,510790514
Pioglitazone 45mg,510790515
Plavix 75mg,167290218
Potassium chloride ER 8meq *,422910678
Potassium chloride ER 10meq *,216950711
Potassium chloride ER 20meq *,216950712
Pravastatin Sodium 10mg *,353560921
Pravastatin Sodium 20mg *,162520527
Pravastatin Sodium 40mg *,162520528
Pravastatin Sodium 80mg *,332610953
Prednisone 1mg *,548681119
Prednisone 2.5mg *,663360219
Prednisone 5mg *,165900373
Prednisone 10mg *,105440508
Prednisone 20mg *,105440509
Prednisone 50mg *,493490607
Premarin 0.3mg *,353560249
Premarin 0.45mg *,353560251
Premarin 0.625mg *,433530688
Premarin 0.9mg *,353560250
Premarin 1.25mg *,353560426
Prilosec 10mg,216950097
Prilosec 20mg,216950098
Prilosec 40mg,332610441
Proair HFA 90mcg,504366050
Prochlorperazine Maleate 5mg *,216950571
Prochlorperazine Maleate 10mg *,216950572
Propranolol 10mg *,167140021
Propranolol 20mg *,167140022
Propranolol 40mg *,167140023
Propranolol 60mg *,167140024
Propranolol 80mg *,167140025
Propranolol ER 60mg *,493490278
Propranolol ER 80mg *,493490420
Propranolol ER 120mg *,519910819
Propranolol ER 160mg *,519910820
Protonix DR 20mg *,136680096
Protonix DR 40mg *,136680429
Proventil HFA 108mcg,529590983
Prozac 10mg,165900099
Prozac 20mg,105440065
Prozac 40mg,167140353
Quetiapine Fumarate 25mg,167140375
Quetiapine Fumarate 50mg,167140376
Quetiapine Fumarate 100mg,167140377
Quetiapine Fumarate 200mg,167140378
Quetiapine Fumarate 300mg,167140379
Quetiapine Fumarate 400mg,167140380
Ranitidine 150mg *,216950109
Ranitidine 300mg *,165900381
Raloxifene 60mg *,499990458
Remeron 7.5mg,131070001
Remeron 15mg,131070031
Remeron 30mg,131070003
Remeron 45mg,131070032
Remeron ODT 15mg,597621410
Remeron ODT 30mg,597621412
Remeron ODT 45mg,548686384
Renagel/Renvela 400mg,584680020
Renagel/Renvela 800mg,551549728
Risperdal/Risperidone 0.25mg *,131070119
Risperdal/Risperidone 0.5mg,131070120
Risperdal/Risperidone 1mg,131070121
Risperdal/Risperidone 2mg,131070122
Risperdal/Risperidone 3mg,131070123
Risperdal/Risperidone 4mg,131070124
Risperdal M-tab/Risperidone ODT 0.25mg *,498840212
Risperdal M-tab/Risperidone ODT 0.5mg,498840311
Risperdal M-tab/Risperidone ODT 1mg,498840315
Risperdal M-tab/Risperidone ODT 2mg,498840401
Risperdal M-tab/Risperidone ODT 3mg,498840402
Risperdal M-tab/Risperidone ODT 4mg,498840403
Risperdal/Risperidone 1mg/ml,178560380
Risperdal Consta kit,504580309
Saphris 5mg,000520118
Saphris 10mg,165900936
Seroquel 25mg,167140375
Seroquel 50mg,167140376
Seroquel 100mg,167140377
Seroquel 200mg,167140378
Seroquel 300mg,167140379
Seroquel 400mg,167140380
Seroquel XR 50mg,548686317
Seroquel XR 150mg,003100281
Seroquel XR 200mg,003100282
Seroquel XR 300mg,003100283
Seroquel XR 400mg,003100284
Sertraline 25mg,681800351
Sertraline 50mg,544580913
Sertraline 100mg,332610346
Sevelamer 400mg,584680020
Sevelamer 800mg,551549728
Simvastatin 5mg,167140681
Simvastatin 10mg,167140682
Simvastatin 20mg,167140683
Simvastatin 40mg,167140684
Simvastatin 80mg,167140685
Sinemet 10-100 *,548682866
Sinemet 25-100 *,353560355
Sinemet 25-250 *,521250827
Singulair 4mg,136680079
Singulair 5mg,136680080
Singulair 10mg,136680081
Sitagliptin 25mg,000060221
Sitagliptin 50mg,548686031
Sitagliptin 100mg,353560103
Spiriva 18mcg,353560215
Spironolactone 25mg *,216950766
Spironolactone 50mg *,216950960
Spironolactone 100mg *,332610764
Symbicort 80-4.5mcg,001860372
Symbicort 160-4.5mcg,001860370
Tamsulosin 0.4mg,103700169
Tegretol 100mg *,136680271
Tegretol 200mg *,136680268
Tegretol 300mg *,290330004
Tegretol 400mg *,680840562
Terazosin 1mg *,493490348
Terazosin 2mg *,216950812
Terazosin 5mg *,216950813
Terazosin 10mg *,548684249
Timolol Maleate 0.25% (2.5mg/ml) *,165710140
Timolol Maleate 0.5% (5mg/ml) *,165710141
Topiramate/Topomax 25mg *,136680031
Topiramate/Topomax 50mg *,136680032
Topiramate/Topomax 100mg *,136680033
Topiramate/Topomax 200mg *,136680034
Tramadol 50mg *,105440531
Tramadol ER 100mg *,473350531
Tramadol ER 200mg *,216950700
Tramadol ER 300mg *,353560790
Trazodone 50mg,105440534
Trazodone 100mg,165900232
Trazodone 150mg,105440533
Trazodone 300mg,422910836
Tricor 48mg *,510790599
Tricor 145mg *,510790608
Trileptal 150mg,216950862
Trileptal 300mg,216950863
Trileptal 600mg,216950864
Valproic acid 250mg,216950417
Valproic acid 250mg/5ml,503830792
Valsartan 40mg,499990543
Valsartan 80mg,216950917
Valsartan 160mg,216950918
Valsartan 320mg,216950919
Venlafaxine 25mg *,167140311
Venlafaxine 37.5mg *,167140312
Venlafaxine 50mg *,167140313
Venlafaxine 75mg *,167140314
Venlafaxine 100mg *,167140315
Venlafaxine XR 37.5mg,136680018
Venlafaxine XR 75mg,136680019
Venlafaxine XR 150mg,136680020
Ventolin HFA 90mcg,504366050
Ventolin HFA 108mcg,529590983
Verapamil 80mg *,216950511
Verapamil 120mg *,216950512
Verapamil ER 120mg *,504366916
Verapamil ER 180mg *,430630489
Verapamil ER 240mg *,216950868
Vesicare 5mg *,512480150
Vesicare 10mg *,512480151
Warfarin Sodium 1mg *,216950672
Warfarin Sodium 2mg *,216950673
Warfarin Sodium 2.5mg *,165900340
Warfarin Sodium 3mg *,216950675
Warfarin Sodium 4mg *,317220331
Warfarin Sodium 5mg *,165900341
Warfarin Sodium 6mg *,317220333
Warfarin Sodium 7.5mg *,317220334
Warfarin Sodium 10mg *,216950801
Wellbutrin 75mg *,165900037
Wellbutrin 100mg*,504369101
Wellbutrin SR 100mg,548685377
Wellbutrin SR 150mg,646790105
Wellbutrin SR 200mg,548686306
Wellbutrin XL 150mg,216950279
Wellbutrin XL 300mg,216950578
Xopenex 0.31mg/3ml,669930021
Xopenex 0.63mg/3ml,669930022
Xopenex 1.25mg/3ml,669930023
Xopenex 1.25mg/0.5ml,551546260
Xopenex HFA 45mcg,548685689
Zantac 150mg *,216950109
Zantac 300mg *,165900381
Zetia 10mg,216950778
Ziprasidone 20mg,422540169
Ziprasidone 40mg,422540170
Ziprasidone 60mg,422540171
Ziprasidone 80mg,422540172
Zocor 5mg,167140681
Zocor 10mg,167140682
Zocor 20mg,167140683
Zocor 40mg,167140684
Zocor 80mg,167140685
Zofran 4mg *,353560853
Zofran 8mg *,459630539
Zofran ODT 4mg *,165900545
Zofran ODT 8mg *,118190365
Zoloft 25mg,681800351
Zoloft 50mg,544580913
Zoloft 100mg,332610346
Zyprexa 2.5mg,510790152
Zyprexa 5mg,422540204
Zyprexa 7.5mg,422540222
Zyprexa 10mg,353560756
Zyprexa 15mg,510790155
Zyprexa 20mg,422540206
Zyprexa Zydis 5mg,136680086
Zyprexa Zydis 10mg,136680088
Zyprexa Zydis 15mg,136680089
Zyprexa Zydis 20mg,136680090
